id_transaction,age,quantity,price,discount_percent,rating,total_price,id_date,id_cust,id_branch,id_city,id_menu,id_category,id_method
TRX0426,30,2,18000,15,2.6,30600,TGL0615,CNA0262,BRCH003,KOA0104,MENU009,KTG0206,PAY0710
TRX0790,18,3,18000,0,3.3,54000,TGL0615,CNA0323,BRCH002,KOA0103,MENU009,KTG0206,PAY0712
TRX0011,31,1,27000,0,2.4,27000,TGL0616,CNA0317,BRCH004,KOA0105,MENU007,KTG0207,PAY0710
TRX0948,45,4,25000,20,2.4,80000,TGL0616,CNA0325,BRCH002,KOA0103,MENU001,KTG0205,PAY0710
TRX0329,40,4,32000,5,2.8,121600,TGL0616,CNA0242,BRCH005,KOA0106,MENU006,KTG0206,PAY0710
TRX0320,38,4,30000,15,4.8,102000,TGL0616,CNA0299,BRCH001,KOA0102,MENU002,KTG0206,PAY0709
TRX0649,19,2,18000,0,3.7,36000,TGL0617,CNA0188,BRCH005,KOA0106,MENU010,KTG0205,PAY0709
TRX0453,18,2,22000,10,3.1,39600,TGL0617,CNA0292,BRCH005,KOA0106,MENU003,KTG0205,PAY0709
TRX0792,36,5,32000,20,2.8,128000,TGL0617,CNA0128,BRCH005,KOA0106,MENU006,KTG0206,PAY0710
TRX0498,51,3,27000,10,4,72900,TGL0617,CNA0114,BRCH001,KOA0102,MENU007,KTG0207,PAY0710
TRX0472,53,5,30000,20,4.8,120000,TGL0618,CNA0169,BRCH005,KOA0106,MENU002,KTG0206,PAY0709
TRX0658,27,5,18000,0,3.1,90000,TGL0618,CNA0333,BRCH001,KOA0102,MENU010,KTG0205,PAY0709
TRX0927,40,2,32000,0,4.3,64000,TGL0619,CNA0228,BRCH005,KOA0106,MENU006,KTG0206,PAY0709
TRX0411,31,1,22000,5,4,20900,TGL0620,CNA0317,BRCH001,KOA0102,MENU003,KTG0205,PAY0712
TRX0153,30,1,20000,0,1.5,20000,TGL0621,CNA0106,BRCH005,KOA0106,MENU008,KTG0205,PAY0712
TRX0006,25,1,20000,15,3.7,17000,TGL0622,CNA0225,BRCH005,KOA0106,MENU008,KTG0205,PAY0710
TRX0328,38,2,27000,0,4.7,54000,TGL0622,CNA0177,BRCH001,KOA0102,MENU007,KTG0207,PAY0712
TRX0029,21,2,32000,0,3.5,64000,TGL0623,CNA0208,BRCH001,KOA0102,MENU006,KTG0206,PAY0709
TRX0045,38,5,18000,10,2.1,81000,TGL0624,CNA0167,BRCH001,KOA0102,MENU010,KTG0205,PAY0709
TRX0514,43,4,30000,0,4.6,120000,TGL0625,CNA0252,BRCH002,KOA0103,MENU002,KTG0206,PAY0710
TRX0206,35,5,20000,10,2.2,90000,TGL0625,CNA0342,BRCH003,KOA0104,MENU008,KTG0205,PAY0709
TRX0121,40,5,30000,5,2.6,142500,TGL0626,CNA0111,BRCH003,KOA0104,MENU002,KTG0206,PAY0711
TRX0921,43,2,18000,0,3.4,36000,TGL0627,CNA0344,BRCH001,KOA0102,MENU010,KTG0205,PAY0711
TRX0813,22,1,28000,0,1.7,28000,TGL0628,CNA0310,BRCH001,KOA0102,MENU004,KTG0207,PAY0710
TRX0831,45,2,20000,0,3.1,40000,TGL0628,CNA0116,BRCH002,KOA0103,MENU008,KTG0205,PAY0709
TRX0834,52,1,27000,0,4.1,27000,TGL0628,CNA0215,BRCH002,KOA0103,MENU007,KTG0207,PAY0709
TRX0090,42,4,32000,20,1.3,102400,TGL0629,CNA0348,BRCH004,KOA0105,MENU006,KTG0206,PAY0712
TRX0826,51,3,18000,15,3.5,45900,TGL0630,CNA0114,BRCH004,KOA0105,MENU010,KTG0205,PAY0709
TRX0241,52,5,18000,15,3.2,76500,TGL0631,CNA0350,BRCH004,KOA0105,MENU009,KTG0206,PAY0709
TRX0021,49,3,30000,15,2.7,76500,TGL0631,CNA0224,BRCH001,KOA0102,MENU002,KTG0206,PAY0711
TRX0051,38,5,25000,0,4,125000,TGL0632,CNA0177,BRCH003,KOA0104,MENU001,KTG0205,PAY0709
TRX0915,18,3,18000,20,2.8,43200,TGL0632,CNA0214,BRCH002,KOA0103,MENU010,KTG0205,PAY0711
TRX0108,38,1,27000,0,2.8,27000,TGL0632,CNA0177,BRCH004,KOA0105,MENU007,KTG0207,PAY0712
TRX0966,28,2,30000,0,5,60000,TGL0633,CNA0297,BRCH003,KOA0104,MENU002,KTG0206,PAY0709
TRX0340,40,5,32000,0,4.1,160000,TGL0634,CNA0228,BRCH005,KOA0106,MENU006,KTG0206,PAY0710
TRX0048,25,1,28000,0,4.3,28000,TGL0634,CNA0357,BRCH001,KOA0102,MENU004,KTG0207,PAY0711
TRX0360,42,3,30000,5,1.3,85500,TGL0635,CNA0265,BRCH003,KOA0104,MENU002,KTG0206,PAY0710
TRX0995,23,2,18000,0,1.3,36000,TGL0635,CNA0230,BRCH003,KOA0104,MENU010,KTG0205,PAY0711
TRX0770,19,3,23000,20,2.7,55200,TGL0635,CNA0107,BRCH005,KOA0106,MENU005,KTG0206,PAY0712
TRX0542,40,3,27000,0,2.8,81000,TGL0636,CNA0204,BRCH004,KOA0105,MENU007,KTG0207,PAY0710
TRX0379,51,2,18000,0,3.8,36000,TGL0637,CNA0172,BRCH005,KOA0106,MENU009,KTG0206,PAY0711
TRX0353,48,5,30000,0,3.8,150000,TGL0638,CNA0127,BRCH001,KOA0102,MENU002,KTG0206,PAY0712
TRX0741,18,5,20000,15,1.9,85000,TGL0638,CNA0292,BRCH001,KOA0102,MENU008,KTG0205,PAY0709
TRX0254,42,4,23000,0,2.8,92000,TGL0638,CNA0295,BRCH003,KOA0104,MENU005,KTG0206,PAY0710
TRX0354,25,2,20000,5,3.4,38000,TGL0639,CNA0280,BRCH001,KOA0102,MENU008,KTG0205,PAY0710
TRX0739,29,3,25000,20,1.8,60000,TGL0640,CNA0256,BRCH001,KOA0102,MENU001,KTG0205,PAY0711
TRX0088,37,4,22000,0,4.2,88000,TGL0640,CNA0168,BRCH005,KOA0106,MENU003,KTG0205,PAY0711
TRX0410,51,3,28000,0,1.8,84000,TGL0641,CNA0200,BRCH002,KOA0103,MENU004,KTG0207,PAY0711
TRX0714,25,3,18000,0,1.1,54000,TGL0641,CNA0357,BRCH002,KOA0103,MENU010,KTG0205,PAY0710
TRX0386,30,2,20000,20,1.4,32000,TGL0641,CNA0126,BRCH002,KOA0103,MENU008,KTG0205,PAY0709
TRX0351,24,3,28000,0,4.8,84000,TGL0642,CNA0150,BRCH004,KOA0105,MENU004,KTG0207,PAY0709
TRX0954,31,5,32000,0,4.9,160000,TGL0643,CNA0268,BRCH001,KOA0102,MENU006,KTG0206,PAY0710
TRX0127,24,3,18000,10,2,48600,TGL0644,CNA0374,BRCH004,KOA0105,MENU009,KTG0206,PAY0712
TRX0916,18,5,28000,0,1.5,140000,TGL0645,CNA0155,BRCH001,KOA0102,MENU004,KTG0207,PAY0709
TRX0307,40,5,27000,5,1.3,128250,TGL0645,CNA0228,BRCH001,KOA0102,MENU007,KTG0207,PAY0711
TRX0475,43,5,18000,20,1.3,72000,TGL0645,CNA0140,BRCH001,KOA0102,MENU009,KTG0206,PAY0711
TRX0971,29,5,32000,0,1.8,160000,TGL0646,CNA0256,BRCH004,KOA0105,MENU006,KTG0206,PAY0712
TRX0448,20,3,30000,20,1.2,72000,TGL0646,CNA0236,BRCH002,KOA0103,MENU002,KTG0206,PAY0712
TRX0802,53,1,22000,10,2.4,19800,TGL0647,CNA0169,BRCH005,KOA0106,MENU003,KTG0205,PAY0711
TRX0908,40,4,25000,0,3.2,100000,TGL0647,CNA0381,BRCH002,KOA0103,MENU001,KTG0205,PAY0710
TRX0912,25,4,20000,0,4.6,80000,TGL0648,CNA0225,BRCH004,KOA0105,MENU008,KTG0205,PAY0710
TRX0230,53,5,28000,0,1.8,140000,TGL0648,CNA0117,BRCH002,KOA0103,MENU004,KTG0207,PAY0710
TRX0101,36,4,27000,15,3.5,91800,TGL0649,CNA0263,BRCH002,KOA0103,MENU007,KTG0207,PAY0709
TRX0378,50,2,18000,15,3.1,30600,TGL0650,CNA0385,BRCH002,KOA0103,MENU009,KTG0206,PAY0711
TRX0909,23,3,28000,10,1.2,75600,TGL0650,CNA0219,BRCH002,KOA0103,MENU004,KTG0207,PAY0710
TRX0996,18,3,32000,0,3.7,96000,TGL0650,CNA0233,BRCH003,KOA0104,MENU006,KTG0206,PAY0709
TRX0883,38,4,27000,5,3.9,102600,TGL0650,CNA0299,BRCH003,KOA0104,MENU007,KTG0207,PAY0711
TRX0564,43,2,22000,0,1.9,44000,TGL0651,CNA0181,BRCH003,KOA0104,MENU003,KTG0205,PAY0710
TRX0551,32,3,30000,20,3,72000,TGL0652,CNA0390,BRCH004,KOA0105,MENU002,KTG0206,PAY0712
TRX0335,44,1,28000,0,4.2,28000,TGL0653,CNA0391,BRCH005,KOA0106,MENU004,KTG0207,PAY0711
TRX0200,32,4,30000,0,4.9,120000,TGL0654,CNA0390,BRCH001,KOA0102,MENU002,KTG0206,PAY0711
TRX0151,52,2,28000,5,1.4,53200,TGL0655,CNA0277,BRCH005,KOA0106,MENU004,KTG0207,PAY0711
TRX0292,42,3,22000,15,1.6,56100,TGL0655,CNA0348,BRCH002,KOA0103,MENU003,KTG0205,PAY0710
TRX0398,30,4,18000,15,4.4,61200,TGL0655,CNA0290,BRCH003,KOA0104,MENU009,KTG0206,PAY0710
TRX0400,41,5,30000,15,5,127500,TGL0656,CNA0396,BRCH004,KOA0105,MENU002,KTG0206,PAY0709
TRX0106,18,3,30000,0,2,90000,TGL0656,CNA0233,BRCH004,KOA0105,MENU002,KTG0206,PAY0711
TRX0285,45,1,25000,10,5,22500,TGL0657,CNA0116,BRCH002,KOA0103,MENU001,KTG0205,PAY0712
TRX0637,30,2,22000,0,3.9,44000,TGL0657,CNA0290,BRCH005,KOA0106,MENU003,KTG0205,PAY0711
TRX0084,40,4,32000,15,2.5,108800,TGL0657,CNA0111,BRCH004,KOA0105,MENU006,KTG0206,PAY0709
TRX0709,53,3,25000,5,4.1,71250,TGL0658,CNA0186,BRCH004,KOA0105,MENU001,KTG0205,PAY0709
TRX0357,19,2,23000,20,2.8,36800,TGL0658,CNA0402,BRCH005,KOA0106,MENU005,KTG0206,PAY0710
TRX0955,21,5,23000,5,2.2,109250,TGL0658,CNA0284,BRCH001,KOA0102,MENU005,KTG0206,PAY0709
TRX0572,18,4,18000,15,2.7,61200,TGL0659,CNA0165,BRCH002,KOA0103,MENU010,KTG0205,PAY0710
TRX0571,51,1,20000,5,4.6,19000,TGL0659,CNA0315,BRCH003,KOA0104,MENU008,KTG0205,PAY0712
TRX0058,23,2,22000,0,4.3,44000,TGL0659,CNA0239,BRCH004,KOA0105,MENU003,KTG0205,PAY0711
TRX0272,48,1,28000,5,3.1,26600,TGL0660,CNA0164,BRCH005,KOA0106,MENU004,KTG0207,PAY0712
TRX0820,32,1,32000,15,1.3,27200,TGL0660,CNA0137,BRCH005,KOA0106,MENU006,KTG0206,PAY0712
TRX0169,32,4,30000,0,2.6,120000,TGL0660,CNA0278,BRCH005,KOA0106,MENU002,KTG0206,PAY0709
TRX0798,18,1,32000,0,4.5,32000,TGL0661,CNA0410,BRCH003,KOA0104,MENU006,KTG0206,PAY0711
TRX0454,52,1,18000,0,4.1,18000,TGL0662,CNA0411,BRCH005,KOA0106,MENU010,KTG0205,PAY0712
TRX0891,44,5,20000,10,3.1,90000,TGL0663,CNA0235,BRCH002,KOA0103,MENU008,KTG0205,PAY0711
TRX0414,18,3,23000,15,1.7,58650,TGL0664,CNA0233,BRCH003,KOA0104,MENU005,KTG0206,PAY0712
TRX0217,46,2,32000,0,4.3,64000,TGL0665,CNA0414,BRCH005,KOA0106,MENU006,KTG0206,PAY0710
TRX0559,17,3,27000,10,3,72900,TGL0666,CNA0205,BRCH001,KOA0102,MENU007,KTG0207,PAY0709
TRX0527,31,2,32000,0,3.9,64000,TGL0667,CNA0287,BRCH003,KOA0104,MENU006,KTG0206,PAY0711
TRX0026,34,5,18000,20,1.7,72000,TGL0668,CNA0269,BRCH002,KOA0103,MENU009,KTG0206,PAY0710
TRX0902,23,5,27000,10,2.8,121500,TGL0669,CNA0201,BRCH004,KOA0105,MENU007,KTG0207,PAY0711
TRX0859,17,1,20000,5,3.3,19000,TGL0669,CNA0205,BRCH003,KOA0104,MENU008,KTG0205,PAY0710
TRX0651,44,4,28000,20,2,89600,TGL0670,CNA0420,BRCH002,KOA0103,MENU004,KTG0207,PAY0711
TRX0413,19,2,23000,0,1.6,46000,TGL0671,CNA0188,BRCH005,KOA0106,MENU005,KTG0206,PAY0711
TRX0599,40,5,27000,20,2.6,108000,TGL0672,CNA0132,BRCH005,KOA0106,MENU007,KTG0207,PAY0712
TRX0937,40,1,27000,10,1.7,24300,TGL0673,CNA0111,BRCH002,KOA0103,MENU007,KTG0207,PAY0712
TRX0341,36,4,18000,20,2.9,57600,TGL0673,CNA0263,BRCH005,KOA0106,MENU009,KTG0206,PAY0709
TRX0622,44,2,25000,20,4.7,40000,TGL0674,CNA0120,BRCH002,KOA0103,MENU001,KTG0205,PAY0711
TRX0828,38,3,23000,10,2.4,62100,TGL0674,CNA0426,BRCH002,KOA0103,MENU005,KTG0206,PAY0711
TRX0371,36,5,18000,5,4.8,85500,TGL0675,CNA0263,BRCH002,KOA0103,MENU009,KTG0206,PAY0712
TRX0478,46,4,18000,5,2,68400,TGL0675,CNA0115,BRCH005,KOA0106,MENU009,KTG0206,PAY0712
TRX0298,18,5,30000,10,4.4,135000,TGL0675,CNA0165,BRCH005,KOA0106,MENU002,KTG0206,PAY0709
TRX0218,42,4,28000,0,1.4,112000,TGL0676,CNA0144,BRCH004,KOA0105,MENU004,KTG0207,PAY0711
TRX0856,52,4,32000,20,4,102400,TGL0676,CNA0277,BRCH001,KOA0102,MENU006,KTG0206,PAY0709
TRX0388,22,3,25000,10,1.5,67500,TGL0677,CNA0310,BRCH003,KOA0104,MENU001,KTG0205,PAY0709
TRX0089,18,5,18000,5,1.5,85500,TGL0677,CNA0410,BRCH001,KOA0102,MENU009,KTG0206,PAY0709
TRX0212,37,5,18000,0,1.5,90000,TGL0677,CNA0434,BRCH005,KOA0106,MENU009,KTG0206,PAY0709
TRX0959,52,2,18000,20,2.7,28800,TGL0678,CNA0215,BRCH004,KOA0105,MENU009,KTG0206,PAY0712
TRX0697,48,5,20000,15,3.6,85000,TGL0679,CNA0302,BRCH004,KOA0105,MENU008,KTG0205,PAY0709
TRX0337,48,4,23000,0,2,92000,TGL0679,CNA0174,BRCH002,KOA0103,MENU005,KTG0206,PAY0710
TRX0231,45,4,22000,0,4.8,88000,TGL0679,CNA0131,BRCH004,KOA0105,MENU003,KTG0205,PAY0712
TRX0473,37,1,27000,10,3.7,24300,TGL0680,CNA0434,BRCH002,KOA0103,MENU007,KTG0207,PAY0711
TRX0793,42,5,25000,15,4.8,106250,TGL0681,CNA0133,BRCH001,KOA0102,MENU001,KTG0205,PAY0712
TRX0721,19,5,23000,0,4.6,115000,TGL0681,CNA0145,BRCH002,KOA0103,MENU005,KTG0206,PAY0712
TRX0075,36,2,23000,15,1.1,39100,TGL0682,CNA0128,BRCH005,KOA0106,MENU005,KTG0206,PAY0712
TRX0417,33,4,25000,0,4.4,100000,TGL0683,CNA0130,BRCH002,KOA0103,MENU001,KTG0205,PAY0709
TRX0040,40,5,18000,0,4.3,90000,TGL0683,CNA0228,BRCH002,KOA0103,MENU009,KTG0206,PAY0709
TRX0827,31,2,32000,5,5,60800,TGL0684,CNA0268,BRCH002,KOA0103,MENU006,KTG0206,PAY0711
TRX0660,34,4,32000,0,3.7,128000,TGL0684,CNA0269,BRCH005,KOA0106,MENU006,KTG0206,PAY0709
TRX0695,49,5,30000,0,4.1,150000,TGL0685,CNA0224,BRCH004,KOA0105,MENU002,KTG0206,PAY0710
TRX0980,22,3,20000,0,2.6,60000,TGL0685,CNA0448,BRCH002,KOA0103,MENU008,KTG0205,PAY0710
TRX0415,42,5,18000,10,1.7,81000,TGL0685,CNA0195,BRCH005,KOA0106,MENU010,KTG0205,PAY0712
TRX0766,49,3,25000,0,1.2,75000,TGL0685,CNA0211,BRCH002,KOA0103,MENU001,KTG0205,PAY0709
TRX0528,20,5,30000,0,1.7,150000,TGL0685,CNA0192,BRCH002,KOA0103,MENU002,KTG0206,PAY0709
TRX0069,48,1,22000,0,1.5,22000,TGL0686,CNA0158,BRCH004,KOA0105,MENU003,KTG0205,PAY0710
TRX0349,44,2,28000,5,2.9,53200,TGL0686,CNA0453,BRCH001,KOA0102,MENU004,KTG0207,PAY0712
TRX0644,32,5,22000,0,3.3,110000,TGL0687,CNA0390,BRCH003,KOA0104,MENU003,KTG0205,PAY0712
TRX0811,19,1,27000,20,4.9,21600,TGL0687,CNA0188,BRCH002,KOA0103,MENU007,KTG0207,PAY0712
TRX0311,24,2,18000,0,2.8,36000,TGL0688,CNA0374,BRCH003,KOA0104,MENU010,KTG0205,PAY0710
TRX0423,32,2,23000,0,2.8,46000,TGL0688,CNA0390,BRCH002,KOA0103,MENU005,KTG0206,PAY0711
TRX0656,51,1,27000,15,3.4,22950,TGL0688,CNA0200,BRCH004,KOA0105,MENU007,KTG0207,PAY0711
TRX0023,25,3,30000,0,4.7,90000,TGL0688,CNA0280,BRCH002,KOA0103,MENU002,KTG0206,PAY0712
TRX0588,18,3,27000,5,4.7,76950,TGL0688,CNA0214,BRCH001,KOA0102,MENU007,KTG0207,PAY0711
TRX0342,44,3,23000,15,4.8,58650,TGL0689,CNA0420,BRCH003,KOA0104,MENU005,KTG0206,PAY0711
TRX0522,24,1,22000,0,2.7,22000,TGL0690,CNA0184,BRCH004,KOA0105,MENU003,KTG0205,PAY0710
TRX0754,32,2,28000,5,2.7,53200,TGL0690,CNA0137,BRCH002,KOA0103,MENU004,KTG0207,PAY0709
TRX0198,48,4,20000,20,4.8,64000,TGL0691,CNA0302,BRCH003,KOA0104,MENU008,KTG0205,PAY0711
TRX0979,27,5,32000,15,4.4,136000,TGL0692,CNA0333,BRCH002,KOA0103,MENU006,KTG0206,PAY0711
TRX0474,43,4,18000,10,1.5,64800,TGL0692,CNA0344,BRCH002,KOA0103,MENU010,KTG0205,PAY0710
TRX0600,53,2,23000,5,2.4,43700,TGL0692,CNA0148,BRCH004,KOA0105,MENU005,KTG0206,PAY0712
TRX0466,40,3,18000,5,2.1,51300,TGL0693,CNA0468,BRCH002,KOA0103,MENU009,KTG0206,PAY0711
TRX0692,37,3,23000,15,2.3,58650,TGL0694,CNA0434,BRCH002,KOA0103,MENU005,KTG0206,PAY0710
TRX0897,41,5,20000,10,4.5,90000,TGL0695,CNA0396,BRCH001,KOA0102,MENU008,KTG0205,PAY0711
TRX0126,44,3,30000,0,4.8,90000,TGL0696,CNA0303,BRCH001,KOA0102,MENU002,KTG0206,PAY0710
TRX0204,25,3,27000,0,1,81000,TGL0697,CNA0280,BRCH005,KOA0106,MENU007,KTG0207,PAY0710
TRX0596,17,4,28000,5,5,106400,TGL0698,CNA0227,BRCH001,KOA0102,MENU004,KTG0207,PAY0710
TRX0541,33,4,18000,0,2.2,72000,TGL0698,CNA0130,BRCH004,KOA0105,MENU009,KTG0206,PAY0711
TRX0515,19,4,23000,0,4.4,92000,TGL0699,CNA0188,BRCH002,KOA0103,MENU005,KTG0206,PAY0710
TRX0467,18,4,20000,20,2.6,64000,TGL0700,CNA0223,BRCH004,KOA0105,MENU008,KTG0205,PAY0709
TRX0375,25,4,18000,0,4.8,72000,TGL0701,CNA0225,BRCH001,KOA0102,MENU010,KTG0205,PAY0712
TRX0262,41,3,20000,20,1.3,48000,TGL0702,CNA0104,BRCH004,KOA0105,MENU008,KTG0205,PAY0709
TRX0611,18,2,32000,15,1.9,54400,TGL0702,CNA0155,BRCH004,KOA0105,MENU006,KTG0206,PAY0711
TRX0348,17,5,18000,15,2.1,76500,TGL0702,CNA0205,BRCH001,KOA0102,MENU010,KTG0205,PAY0710
TRX0107,42,4,22000,20,2.1,70400,TGL0702,CNA0348,BRCH005,KOA0106,MENU003,KTG0205,PAY0709
TRX0459,29,4,25000,0,1,100000,TGL0702,CNA0256,BRCH001,KOA0102,MENU001,KTG0205,PAY0712
TRX0225,53,3,27000,0,1.1,81000,TGL0703,CNA0138,BRCH004,KOA0105,MENU007,KTG0207,PAY0711
TRX0017,18,5,27000,0,4.8,135000,TGL0703,CNA0410,BRCH002,KOA0103,MENU007,KTG0207,PAY0710
TRX0847,35,4,22000,0,3.9,88000,TGL0703,CNA0173,BRCH002,KOA0103,MENU003,KTG0205,PAY0709
TRX0819,18,4,22000,5,4.2,83600,TGL0703,CNA0233,BRCH003,KOA0104,MENU003,KTG0205,PAY0712
TRX0039,18,1,30000,0,2.1,30000,TGL0703,CNA0292,BRCH002,KOA0103,MENU002,KTG0206,PAY0709
TRX0462,49,2,28000,0,3,56000,TGL0704,CNA0187,BRCH004,KOA0105,MENU004,KTG0207,PAY0712
TRX0109,50,3,27000,15,2.9,68850,TGL0704,CNA0207,BRCH005,KOA0106,MENU007,KTG0207,PAY0711
TRX0608,17,5,27000,0,4.1,135000,TGL0705,CNA0232,BRCH001,KOA0102,MENU007,KTG0207,PAY0711
TRX0239,32,3,23000,10,4.4,62100,TGL0706,CNA0137,BRCH004,KOA0105,MENU005,KTG0206,PAY0710
TRX0431,23,2,20000,0,1.5,40000,TGL0707,CNA0230,BRCH002,KOA0103,MENU008,KTG0205,PAY0712
TRX0733,25,4,28000,20,4.3,89600,TGL0707,CNA0280,BRCH005,KOA0106,MENU004,KTG0207,PAY0710
TRX0833,40,2,18000,0,4.1,36000,TGL0708,CNA0494,BRCH005,KOA0106,MENU009,KTG0206,PAY0711
TRX0737,30,4,18000,20,1.8,57600,TGL0708,CNA0106,BRCH005,KOA0106,MENU009,KTG0206,PAY0712
TRX0010,24,5,23000,20,1.1,92000,TGL0709,CNA0199,BRCH003,KOA0104,MENU005,KTG0206,PAY0710
TRX0163,25,2,18000,0,4.4,36000,TGL0710,CNA0497,BRCH002,KOA0103,MENU009,KTG0206,PAY0711
TRX0985,31,4,28000,0,1.5,112000,TGL0710,CNA0317,BRCH004,KOA0105,MENU004,KTG0207,PAY0710
TRX0962,30,5,27000,5,1.1,128250,TGL0710,CNA0255,BRCH003,KOA0104,MENU007,KTG0207,PAY0710
TRX0313,39,4,18000,5,1.2,68400,TGL0711,CNA0244,BRCH005,KOA0106,MENU010,KTG0205,PAY0710
TRX0251,29,3,32000,15,2.2,81600,TGL0712,CNA0301,BRCH002,KOA0103,MENU006,KTG0206,PAY0710
TRX0520,31,3,25000,20,2.8,60000,TGL0712,CNA0123,BRCH003,KOA0104,MENU001,KTG0205,PAY0712
TRX0173,46,5,27000,20,4,108000,TGL0713,CNA0414,BRCH002,KOA0103,MENU007,KTG0207,PAY0710
TRX0767,52,2,20000,15,1.1,34000,TGL0714,CNA0350,BRCH005,KOA0106,MENU008,KTG0205,PAY0710
TRX0199,42,4,25000,10,2.4,90000,TGL0715,CNA0133,BRCH005,KOA0106,MENU001,KTG0205,PAY0709
TRX0643,44,5,22000,0,3,110000,TGL0716,CNA0120,BRCH002,KOA0103,MENU003,KTG0205,PAY0710
TRX0299,24,3,20000,10,3.6,54000,TGL0716,CNA0507,BRCH005,KOA0106,MENU008,KTG0205,PAY0709
TRX0634,51,3,28000,20,1.4,67200,TGL0717,CNA0114,BRCH002,KOA0103,MENU004,KTG0207,PAY0711
TRX0076,35,5,32000,15,2,136000,TGL0718,CNA0342,BRCH005,KOA0106,MENU006,KTG0206,PAY0711
TRX0281,30,5,28000,10,2.9,126000,TGL0718,CNA0106,BRCH004,KOA0105,MENU004,KTG0207,PAY0711
TRX0680,36,5,30000,10,3.9,135000,TGL0718,CNA0511,BRCH002,KOA0103,MENU002,KTG0206,PAY0709
TRX0054,45,1,28000,0,3.8,28000,TGL0718,CNA0325,BRCH001,KOA0102,MENU004,KTG0207,PAY0712
TRX0297,52,1,28000,0,3,28000,TGL0719,CNA0513,BRCH005,KOA0106,MENU004,KTG0207,PAY0709
TRX0097,32,3,25000,5,2.3,71250,TGL0720,CNA0278,BRCH002,KOA0103,MENU001,KTG0205,PAY0709
TRX0570,34,4,28000,0,2.1,112000,TGL0721,CNA0222,BRCH003,KOA0104,MENU004,KTG0207,PAY0712
TRX0476,18,5,25000,20,2.9,100000,TGL0722,CNA0233,BRCH005,KOA0106,MENU001,KTG0205,PAY0711
TRX0672,19,5,18000,0,5,90000,TGL0722,CNA0107,BRCH005,KOA0106,MENU010,KTG0205,PAY0712
TRX0073,52,1,18000,0,2.3,18000,TGL0723,CNA0513,BRCH005,KOA0106,MENU009,KTG0206,PAY0709
TRX0843,35,3,23000,0,1.2,69000,TGL0723,CNA0119,BRCH004,KOA0105,MENU005,KTG0206,PAY0709
TRX0078,19,5,20000,5,2.1,95000,TGL0724,CNA0188,BRCH002,KOA0103,MENU008,KTG0205,PAY0710
TRX0257,25,4,20000,10,3.3,72000,TGL0725,CNA0280,BRCH003,KOA0104,MENU008,KTG0205,PAY0711
TRX0943,51,1,23000,0,4.7,23000,TGL0725,CNA0139,BRCH005,KOA0106,MENU005,KTG0206,PAY0711
TRX0211,53,5,22000,5,3.5,104500,TGL0725,CNA0202,BRCH003,KOA0104,MENU003,KTG0205,PAY0710
TRX0917,41,2,18000,5,2.2,34200,TGL0725,CNA0191,BRCH002,KOA0103,MENU009,KTG0206,PAY0712
TRX0947,44,4,27000,0,4.4,108000,TGL0726,CNA0103,BRCH002,KOA0103,MENU007,KTG0207,PAY0709
TRX0118,33,5,20000,5,4.9,95000,TGL0727,CNA0149,BRCH004,KOA0105,MENU008,KTG0205,PAY0710
TRX0990,25,1,18000,20,5,14400,TGL0727,CNA0497,BRCH003,KOA0104,MENU009,KTG0206,PAY0709
TRX0818,49,3,25000,15,1,63750,TGL0728,CNA0129,BRCH002,KOA0103,MENU001,KTG0205,PAY0711
TRX0809,18,4,18000,0,4.6,72000,TGL0728,CNA0214,BRCH001,KOA0102,MENU009,KTG0206,PAY0710
TRX0224,20,1,25000,0,5,25000,TGL0728,CNA0122,BRCH005,KOA0106,MENU001,KTG0205,PAY0709
TRX0677,45,4,27000,0,2.8,108000,TGL0728,CNA0531,BRCH001,KOA0102,MENU007,KTG0207,PAY0711
TRX0768,40,2,27000,10,1.4,48600,TGL0729,CNA0381,BRCH004,KOA0105,MENU007,KTG0207,PAY0710
TRX0842,51,2,18000,15,1.6,30600,TGL0730,CNA0315,BRCH004,KOA0105,MENU010,KTG0205,PAY0709
TRX0782,21,3,18000,10,2.1,48600,TGL0731,CNA0284,BRCH004,KOA0105,MENU009,KTG0206,PAY0712
TRX0874,42,5,18000,0,3.6,90000,TGL0732,CNA0195,BRCH005,KOA0106,MENU009,KTG0206,PAY0711
TRX0781,39,4,22000,5,4.5,83600,TGL0732,CNA0110,BRCH005,KOA0106,MENU003,KTG0205,PAY0711
TRX0762,19,4,18000,10,1.5,64800,TGL0732,CNA0537,BRCH004,KOA0105,MENU010,KTG0205,PAY0711
TRX0875,52,3,20000,0,2.1,60000,TGL0733,CNA0411,BRCH002,KOA0103,MENU008,KTG0205,PAY0712
TRX0008,53,5,20000,5,2.7,95000,TGL0734,CNA0169,BRCH002,KOA0103,MENU008,KTG0205,PAY0711
TRX0715,29,1,30000,0,4.7,30000,TGL0735,CNA0256,BRCH005,KOA0106,MENU002,KTG0206,PAY0709
TRX0372,28,2,25000,20,3.7,40000,TGL0736,CNA0541,BRCH001,KOA0102,MENU001,KTG0205,PAY0711
TRX0261,22,5,28000,5,4.2,133000,TGL0737,CNA0310,BRCH002,KOA0103,MENU004,KTG0207,PAY0711
TRX0100,40,1,32000,10,1.2,28800,TGL0737,CNA0242,BRCH003,KOA0104,MENU006,KTG0206,PAY0712
